Time of Detection,Latitude,Longitude,Vertical Speed,Acceleration X,Acceleration Y,Acceleration Z,Bearing Change Rate,Altitude Change Rate,Signal Strength,Frequency,PRI,Pulse Width,Electronic Warfare,IFF Code,Flight Plan,Communication Signals,Weapon Status,Number of Objects in Formation,Formation Type,Country of Origin,Object Behavior,Weather Conditions,Time of Day,Geographic Terrain,Proximity to Sensitive Locations,Current Air Traffic Density,Solar Activity,Sensor Reliability,Confidence Level (Detection),Confidence Level (Classification),Number of Sensors Detecting Object,Sensor ID
2025-03-07 10:32:46.784082,-31.128629,-116.689209,-40.86,-2.31,2.94,-0.48,2.01,0.7,-35.76,3599881193.45,683.0,37.15,Spoofing,9622,"{'ID': 'FP1263', 'Departure': 'Airport_3', 'Arrival': 'Airport_22', 'Planned Altitude': 9708.01, 'Planned Speed': 795.06}","{'Frequency': 8719.87, 'Content': 'Standard', 'Language': 'English'}",Armed,6,Line Abreast,CN,Direct Approach,"{'Visibility': 29566.94, 'Wind Speed': 8.01, 'Cloud Cover': 27.36}",Night,Coastal,14022.27,21,Medium,99.51,78.78,73.65,3,SENSOR_11
2025-03-07 13:18:08.784082,-41.393489,0.792906,12.25,4.23,0.01,3.72,-5.63,12.59,-33.05,7939823842.27,559.98,37.59,Unknown,4616,"{'ID': 'FP6171', 'Departure': 'Airport_6', 'Arrival': 'Airport_20', 'Planned Altitude': 14859.81, 'Planned Speed': 230.72}","{'Frequency': 5511.24, 'Content': 'Standard', 'Language': 'English'}",Unknown,2,V-Formation,UK,Loitering,"{'Visibility': 10724.69, 'Wind Speed': 5.94, 'Cloud Cover': 81.47}",Night,Coastal,90260.94,10,Medium,94.01,86.23,75.54,3,SENSOR_6
2025-03-07 13:26:59.784082,-79.195138,-165.835125,-25.58,-3.27,0.6,0.38,5.93,-13.06,-58.58,2941866054.93,851.33,5.32,None,5065,"{'ID': 'FP8704', 'Departure': 'Airport_11', 'Arrival': 'Airport_29', 'Planned Altitude': 18855.99, 'Planned Speed': 277.05}","{'Frequency': 6604.59, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,None,IN,Loitering,"{'Visibility': 45386.98, 'Wind Speed': 9.33, 'Cloud Cover': 54.94}",Night,Coastal,69893.66,52,High,88.9,83.78,81.13,3,SENSOR_19
2025-03-07 19:57:31.784082,72.144918,119.926635,-26.43,-1.45,1.63,3.39,-5.99,11.12,-95.55,9432653347.76,359.68,96.25,Unknown,1804,"{'ID': 'FP4611', 'Departure': 'Airport_43', 'Arrival': 'Airport_25', 'Planned Altitude': 34300.62, 'Planned Speed': 372.66}","{'Frequency': 5230.14, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,V-Formation,IN,Direct Approach,"{'Visibility': 9961.11, 'Wind Speed': 22.96, 'Cloud Cover': 14.3}",Twilight,Flat,13430.79,55,Low,69.34,56.91,86.38,5,SENSOR_5
2025-03-07 23:11:26.784082,42.22955,66.597975,28.13,1.74,-4.61,4.51,-5.09,11.69,-70.13,3500268210.62,537.36,90.05,None,5198,"{'ID': 'FP3592', 'Departure': 'Airport_36', 'Arrival': 'Airport_2', 'Planned Altitude': 34141.62, 'Planned Speed': 266.87}","{'Frequency': 4987.42, 'Content': 'Standard', 'Language': 'English'}",Armed,4,V-Formation,US,Direct Approach,"{'Visibility': 43979.81, 'Wind Speed': 2.06, 'Cloud Cover': 95.27}",Day,Coastal,74441.17,91,Low,95.46,59.92,70.03,3,SENSOR_8
2025-03-07 07:47:30.784082,-50.445302,-106.483357,-32.64,-0.39,3.79,3.95,-0.64,19.01,-83.0,2657085158.36,60.14,18.46,Jamming,9811,"{'ID': 'FP1306', 'Departure': 'Airport_8', 'Arrival': 'Airport_28', 'Planned Altitude': 32485.8, 'Planned Speed': 682.73}","{'Frequency': 1881.91, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,Line Abreast,UK,Loitering,"{'Visibility': 11250.42, 'Wind Speed': 13.97, 'Cloud Cover': 46.38}",Night,Mountainous,83177.62,36,Low,87.01,92.84,73.8,4,SENSOR_6
2025-03-06 22:54:11.784082,13.302401,129.663507,-37.89,1.53,4.2,0.61,4.05,-17.87,-55.41,1546590394.52,399.56,4.09,Spoofing,3787,"{'ID': 'FP3137', 'Departure': 'Airport_14', 'Arrival': 'Airport_20', 'Planned Altitude': 32193.07, 'Planned Speed': 269.56}","{'Frequency': 2815.34, 'Content': 'Standard', 'Language': 'Unknown'}",Unarmed,2,Line Abreast,RU,Loitering,"{'Visibility': 5778.71, 'Wind Speed': 11.1, 'Cloud Cover': 9.36}",Day,Flat,43295.07,45,Low,73.93,83.86,98.55,5,SENSOR_19
2025-03-07 13:13:20.784082,-71.282642,-154.531404,-19.78,1.05,2.66,-4.88,3.55,-9.77,-0.87,2649419663.11,666.52,28.91,None,9613,"{'ID': 'FP7250', 'Departure': 'Airport_32', 'Arrival': 'Airport_32', 'Planned Altitude': 33568.76, 'Planned Speed': 659.77}","{'Frequency': 6816.06, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,KR,Aggressive Maneuvers,"{'Visibility': 37669.11, 'Wind Speed': 25.41, 'Cloud Cover': 26.65}",Day,Flat,35078.63,12,Low,65.93,94.22,62.46,3,SENSOR_15
2025-03-07 13:11:29.784082,34.27211,-92.147154,-39.54,-0.25,2.96,-1.65,-3.7,-2.58,-4.65,3705482091.4,153.97,3.9,None,5000,"{'ID': 'FP8217', 'Departure': 'Airport_29', 'Arrival': 'Airport_17', 'Planned Altitude': 33627.54, 'Planned Speed': 749.55}","{'Frequency': 8109.39, 'Content': 'Standard', 'Language': 'English'}",Armed,2,None,UK,Direct Approach,"{'Visibility': 3884.94, 'Wind Speed': 11.74, 'Cloud Cover': 53.22}",Twilight,Flat,46533.85,18,High,79.36,77.74,87.97,2,SENSOR_6
2025-03-07 20:20:19.784082,-14.848765,-119.277072,-23.17,-0.12,0.55,4.48,8.53,-19.1,-15.98,4601039349.11,577.34,59.11,Spoofing,2323,"{'ID': 'FP4271', 'Departure': 'Airport_10', 'Arrival': 'Airport_4', 'Planned Altitude': 20970.02, 'Planned Speed': 551.92}","{'Frequency': 4738.88, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,4,V-Formation,IR,Loitering,"{'Visibility': 40654.64, 'Wind Speed': 22.45, 'Cloud Cover': 97.77}",Twilight,Flat,10821.25,38,Medium,63.33,65.93,77.58,4,SENSOR_12
2025-03-07 04:06:14.784082,-53.052862,16.816048,0.8,1.87,3.38,-1.05,6.07,-11.29,-42.94,7523427815.02,194.21,81.53,Jamming,3572,"{'ID': 'FP5095', 'Departure': 'Airport_44', 'Arrival': 'Airport_25', 'Planned Altitude': 1410.25, 'Planned Speed': 608.98}","{'Frequency': 320.8, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,1,None,DE,Aggressive Maneuvers,"{'Visibility': 6763.66, 'Wind Speed': 22.97, 'Cloud Cover': 11.87}",Day,Mountainous,35960.92,71,Medium,94.54,67.73,65.78,3,SENSOR_5
2025-03-07 21:06:10.784082,-14.02267,158.578207,-28.02,-3.62,-2.9,2.96,9.83,10.79,-13.8,4196139530.69,7.97,83.55,Jamming,4217,"{'ID': 'FP3294', 'Departure': 'Airport_1', 'Arrival': 'Airport_35', 'Planned Altitude': 1244.35, 'Planned Speed': 516.79}","{'Frequency': 4031.99, 'Content': 'Standard', 'Language': 'English'}",Armed,2,V-Formation,IN,Aggressive Maneuvers,"{'Visibility': 49728.38, 'Wind Speed': 7.24, 'Cloud Cover': 57.16}",Twilight,Coastal,31767.46,18,High,54.95,51.3,66.07,4,SENSOR_8
2025-03-07 16:47:43.784082,53.055515,41.329028,7.59,-4.1,4.04,-3.66,-9.21,5.76,-84.0,4239188007.58,91.99,43.23,Jamming,8276,"{'ID': 'FP1968', 'Departure': 'Airport_33', 'Arrival': 'Airport_42', 'Planned Altitude': 21576.71, 'Planned Speed': 539.58}","{'Frequency': 3692.53, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,6,Echelon,UK,Loitering,"{'Visibility': 19362.91, 'Wind Speed': 4.04, 'Cloud Cover': 62.48}",Night,Mountainous,51960.32,39,Low,83.81,85.71,74.78,1,SENSOR_3
2025-03-07 06:39:54.784082,81.35015,53.817476,-18.3,2.06,-4.22,-0.24,3.91,-7.12,-76.32,8967783499.71,528.66,8.75,Spoofing,6512,"{'ID': 'FP3622', 'Departure': 'Airport_35', 'Arrival': 'Airport_45', 'Planned Altitude': 2742.22, 'Planned Speed': 509.25}","{'Frequency': 1318.13, 'Content': 'Encrypted', 'Language': 'English'}",Armed,6,Echelon,US,Loitering,"{'Visibility': 20963.61, 'Wind Speed': 23.47, 'Cloud Cover': 50.24}",Twilight,Flat,65229.64,36,Low,57.73,95.17,67.35,2,SENSOR_18
2025-03-07 09:38:49.784082,82.721917,-131.163033,25.38,-2.07,1.77,-2.83,-6.2,-17.64,-47.33,8748814385.13,362.13,49.39,Jamming,4983,"{'ID': 'FP5265', 'Departure': 'Airport_30', 'Arrival': 'Airport_40', 'Planned Altitude': 9789.37, 'Planned Speed': 379.49}","{'Frequency': 9486.02, 'Content': 'Standard', 'Language': 'English'}",Armed,1,None,UK,Aggressive Maneuvers,"{'Visibility': 19705.68, 'Wind Speed': 12.3, 'Cloud Cover': 68.55}",Day,Coastal,48313.67,97,High,73.26,92.92,71.35,3,SENSOR_5
2025-03-07 12:30:21.784082,88.170906,138.719632,-7.83,4.94,-0.12,-4.37,1.02,-4.48,-77.15,4962717976.06,917.2,9.09,Unknown,7937,"{'ID': 'FP4590', 'Departure': 'Airport_1', 'Arrival': 'Airport_24', 'Planned Altitude': 29994.53, 'Planned Speed': 373.39}","{'Frequency': 1269.7, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,6,None,RU,Loitering,"{'Visibility': 1647.68, 'Wind Speed': 7.07, 'Cloud Cover': 32.6}",Twilight,Coastal,5166.94,71,Medium,71.22,93.08,55.83,4,SENSOR_2
2025-03-07 03:47:10.784082,-12.676421,115.581185,4.14,1.42,-0.27,0.66,-7.92,-8.44,-40.69,8488330836.74,215.8,68.56,Spoofing,6776,"{'ID': 'FP2341', 'Departure': 'Airport_33', 'Arrival': 'Airport_15', 'Planned Altitude': 26383.63, 'Planned Speed': 523.92}","{'Frequency': 9827.1, 'Content': 'Standard', 'Language': 'Unknown'}",Unarmed,1,None,UK,Loitering,"{'Visibility': 20124.53, 'Wind Speed': 18.42, 'Cloud Cover': 38.6}",Day,Flat,29053.43,74,High,75.03,92.58,62.37,3,SENSOR_4
2025-03-07 04:44:30.784082,-33.25635,171.385682,13.31,-0.67,2.05,-4.73,-5.86,-19.04,-95.04,3664022768.73,859.04,82.93,Spoofing,8932,"{'ID': 'FP9091', 'Departure': 'Airport_29', 'Arrival': 'Airport_16', 'Planned Altitude': 22831.54, 'Planned Speed': 333.09}","{'Frequency': 3135.9, 'Content': 'Standard', 'Language': 'English'}",Armed,5,Line Abreast,UK,Aggressive Maneuvers,"{'Visibility': 45599.57, 'Wind Speed': 19.81, 'Cloud Cover': 56.88}",Twilight,Mountainous,67294.55,80,Low,66.7,74.87,87.34,4,SENSOR_4
2025-03-07 14:24:43.784082,-64.142357,70.662214,-37.05,-4.71,-1.76,-1.03,5.9,3.14,-24.84,7710743394.46,793.38,13.49,Unknown,2106,"{'ID': 'FP4922', 'Departure': 'Airport_18', 'Arrival': 'Airport_46', 'Planned Altitude': 18216.72, 'Planned Speed': 693.24}","{'Frequency': 4180.29, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,1,None,IN,Aggressive Maneuvers,"{'Visibility': 14193.44, 'Wind Speed': 7.6, 'Cloud Cover': 4.83}",Twilight,Mountainous,49821.79,17,Medium,72.57,94.18,99.58,4,SENSOR_15
2025-03-07 10:03:45.784082,-8.2932,-150.440562,16.1,1.18,-1.43,-2.51,5.16,19.74,-33.99,8291370606.29,303.37,81.23,None,1120,"{'ID': 'FP9977', 'Departure': 'Airport_32', 'Arrival': 'Airport_40', 'Planned Altitude': 10630.63, 'Planned Speed': 498.21}","{'Frequency': 6935.44, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,PK,Loitering,"{'Visibility': 14555.26, 'Wind Speed': 20.96, 'Cloud Cover': 80.74}",Night,Mountainous,36968.62,78,High,51.19,88.13,81.97,5,SENSOR_12
2025-03-06 23:43:23.784082,-21.865498,101.200644,28.56,4.33,2.46,-1.63,-4.33,-19.52,-11.19,1605776290.73,263.8,10.6,None,8141,"{'ID': 'FP9377', 'Departure': 'Airport_47', 'Arrival': 'Airport_48', 'Planned Altitude': 18994.4, 'Planned Speed': 386.33}","{'Frequency': 1983.96, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,2,V-Formation,IN,Aggressive Maneuvers,"{'Visibility': 12655.29, 'Wind Speed': 27.49, 'Cloud Cover': 56.53}",Day,Mountainous,23626.02,54,Low,52.7,71.97,96.74,2,SENSOR_20
2025-03-07 17:49:28.784082,40.166485,165.743458,5.87,-0.58,-4.54,-2.57,8.41,-13.04,-19.23,4029625389.43,373.24,90.63,Jamming,5122,"{'ID': 'FP6236', 'Departure': 'Airport_38', 'Arrival': 'Airport_23', 'Planned Altitude': 32958.15, 'Planned Speed': 638.61}","{'Frequency': 6206.76, 'Content': 'Encrypted', 'Language': 'English'}",Armed,1,None,US,Aggressive Maneuvers,"{'Visibility': 27530.01, 'Wind Speed': 5.65, 'Cloud Cover': 98.8}",Night,Coastal,96049.83,7,Low,90.4,85.56,77.58,5,SENSOR_12
2025-03-07 09:03:07.784082,-12.312111,-84.116763,-23.24,-3.36,-1.39,3.14,2.83,0.17,-82.54,6017235739.07,896.71,48.15,Jamming,8298,"{'ID': 'FP8530', 'Departure': 'Airport_41', 'Arrival': 'Airport_50', 'Planned Altitude': 14053.4, 'Planned Speed': 446.97}","{'Frequency': 1432.57, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,4,Echelon,UK,Direct Approach,"{'Visibility': 43516.93, 'Wind Speed': 24.34, 'Cloud Cover': 67.77}",Night,Flat,61923.99,27,Low,83.95,89.37,53.24,2,SENSOR_15
2025-03-07 14:06:23.784082,15.391155,-171.981658,19.44,2.03,4.76,4.74,-7.86,3.4,-58.75,6300915698.01,75.88,50.48,Jamming,1037,"{'ID': 'FP1983', 'Departure': 'Airport_13', 'Arrival': 'Airport_29', 'Planned Altitude': 13317.73, 'Planned Speed': 528.69}","{'Frequency': 7914.77, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,1,None,IN,Aggressive Maneuvers,"{'Visibility': 26790.34, 'Wind Speed': 8.73, 'Cloud Cover': 28.48}",Night,Flat,36353.67,8,High,50.49,56.1,57.62,1,SENSOR_13
2025-03-07 09:17:58.784082,87.238797,70.002861,-1.62,3.86,2.77,-3.86,1.02,17.16,-72.92,1477586192.36,603.99,2.95,None,2521,"{'ID': 'FP5836', 'Departure': 'Airport_47', 'Arrival': 'Airport_38', 'Planned Altitude': 26281.08, 'Planned Speed': 649.92}","{'Frequency': 5848.1, 'Content': 'Standard', 'Language': 'English'}",Armed,2,V-Formation,IR,Direct Approach,"{'Visibility': 46980.39, 'Wind Speed': 16.5, 'Cloud Cover': 6.21}",Twilight,Coastal,7326.97,44,High,60.72,71.86,53.28,5,SENSOR_13
2025-03-07 18:07:27.784082,36.951638,-7.873101,44.7,0.51,1.92,-1.74,1.62,-18.64,-79.93,4038041514.64,771.13,8.34,Unknown,5385,"{'ID': 'FP8868', 'Departure': 'Airport_34', 'Arrival': 'Airport_38', 'Planned Altitude': 24631.15, 'Planned Speed': 682.66}","{'Frequency': 9940.07, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,V-Formation,RU,Direct Approach,"{'Visibility': 22409.95, 'Wind Speed': 17.71, 'Cloud Cover': 58.68}",Twilight,Flat,72224.95,24,High,93.06,71.67,68.47,5,SENSOR_18
2025-03-07 22:03:00.784082,43.01181,-158.227315,49.93,-2.91,-1.45,2.02,3.19,14.27,-61.46,8576670917.92,176.2,61.55,None,2279,"{'ID': 'FP1942', 'Departure': 'Airport_24', 'Arrival': 'Airport_46', 'Planned Altitude': 23311.69, 'Planned Speed': 544.93}","{'Frequency': 9663.47, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,DE,Aggressive Maneuvers,"{'Visibility': 47935.11, 'Wind Speed': 7.12, 'Cloud Cover': 20.33}",Day,Mountainous,97012.8,85,Low,76.55,64.63,76.59,5,SENSOR_8
2025-03-07 12:51:57.784082,50.326218,92.86441,-17.56,-0.11,0.31,-4.73,-2.61,-3.69,-74.5,6690022163.55,692.78,63.65,Spoofing,3020,"{'ID': 'FP9450', 'Departure': 'Airport_26', 'Arrival': 'Airport_12', 'Planned Altitude': 4028.08, 'Planned Speed': 338.52}","{'Frequency': 2371.33, 'Content': 'Standard', 'Language': 'English'}",Armed,6,V-Formation,FR,Loitering,"{'Visibility': 3381.63, 'Wind Speed': 24.96, 'Cloud Cover': 66.57}",Twilight,Flat,69236.84,88,High,55.27,55.93,88.54,1,SENSOR_18
2025-03-07 22:21:24.784082,-40.875204,-73.489441,-28.91,-1.29,-2.91,-0.55,2.9,4.21,-23.22,2947603569.23,292.97,97.74,Spoofing,2966,"{'ID': 'FP4771', 'Departure': 'Airport_45', 'Arrival': 'Airport_23', 'Planned Altitude': 1666.53, 'Planned Speed': 341.47}","{'Frequency': 9987.08, 'Content': 'Standard', 'Language': 'English'}",Unarmed,3,V-Formation,CN,Aggressive Maneuvers,"{'Visibility': 45700.48, 'Wind Speed': 29.99, 'Cloud Cover': 33.61}",Day,Mountainous,34241.33,92,High,54.44,57.13,76.64,2,SENSOR_11
2025-03-07 05:28:46.784082,-21.566741,-65.653694,-17.61,1.88,2.21,-1.41,-7.8,-9.83,-72.2,7036064878.12,376.42,67.4,Jamming,8583,"{'ID': 'FP5752', 'Departure': 'Airport_10', 'Arrival': 'Airport_5', 'Planned Altitude': 39503.64, 'Planned Speed': 225.74}","{'Frequency': 6936.34, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,KR,Direct Approach,"{'Visibility': 30671.13, 'Wind Speed': 2.72, 'Cloud Cover': 13.24}",Night,Mountainous,22442.48,83,High,85.38,61.16,89.11,1,SENSOR_2
2025-03-07 17:51:54.784082,-74.632701,110.971276,42.86,-3.7,1.96,1.63,-9.89,14.86,-7.01,1105326440.25,983.65,2.65,Jamming,3035,"{'ID': 'FP7977', 'Departure': 'Airport_49', 'Arrival': 'Airport_50', 'Planned Altitude': 11420.23, 'Planned Speed': 662.2}","{'Frequency': 2633.65, 'Content': 'Standard', 'Language': 'English'}",Unarmed,6,Line Abreast,UK,Aggressive Maneuvers,"{'Visibility': 45021.91, 'Wind Speed': 8.68, 'Cloud Cover': 46.14}",Day,Coastal,24992.33,97,Low,50.46,84.45,90.65,4,SENSOR_7
2025-03-07 02:57:43.784082,50.989142,-37.053317,-28.58,0.08,-0.56,-0.43,2.16,12.06,-92.83,6022505072.52,830.49,94.33,Spoofing,1664,"{'ID': 'FP7199', 'Departure': 'Airport_35', 'Arrival': 'Airport_40', 'Planned Altitude': 5119.41, 'Planned Speed': 500.75}","{'Frequency': 5353.68, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,CN,Loitering,"{'Visibility': 18323.2, 'Wind Speed': 17.09, 'Cloud Cover': 99.17}",Night,Mountainous,44304.7,76,Low,53.05,76.15,86.11,3,SENSOR_5
2025-03-08 01:21:01.784082,53.130557,15.891793,-1.72,1.3,-2.28,-4.73,5.11,19.24,-12.31,3410262844.68,113.46,58.91,None,2897,"{'ID': 'FP8977', 'Departure': 'Airport_15', 'Arrival': 'Airport_47', 'Planned Altitude': 25057.97, 'Planned Speed': 715.65}","{'Frequency': 5436.82, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,Echelon,RU,Loitering,"{'Visibility': 44234.31, 'Wind Speed': 29.57, 'Cloud Cover': 37.49}",Day,Mountainous,95011.3,34,Medium,71.98,62.05,62.05,2,SENSOR_10
2025-03-07 07:01:33.784082,-15.198513,-74.361499,-15.55,3.18,0.2,-0.02,6.95,-14.01,-32.48,3942365726.98,493.58,46.98,None,2880,"{'ID': 'FP7202', 'Departure': 'Airport_26', 'Arrival': 'Airport_3', 'Planned Altitude': 20961.81, 'Planned Speed': 830.88}","{'Frequency': 8029.14, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,5,None,RU,Aggressive Maneuvers,"{'Visibility': 44458.96, 'Wind Speed': 4.08, 'Cloud Cover': 1.95}",Day,Flat,54917.22,20,Low,60.28,71.75,50.97,4,SENSOR_20
2025-03-07 10:41:32.784082,87.699074,10.968849,-1.19,-2.59,-3.35,-0.53,-7.37,12.37,-70.67,1420499592.39,356.31,41.1,Jamming,9882,"{'ID': 'FP5061', 'Departure': 'Airport_16', 'Arrival': 'Airport_6', 'Planned Altitude': 22766.9, 'Planned Speed': 565.35}","{'Frequency': 7098.51, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,Echelon,IN,Loitering,"{'Visibility': 10443.04, 'Wind Speed': 22.23, 'Cloud Cover': 61.96}",Day,Mountainous,16820.72,21,Low,65.71,99.89,57.95,1,SENSOR_8
2025-03-07 03:20:53.784082,53.862695,170.377022,7.42,0.62,0.87,-3.85,3.93,-19.45,-38.51,9270361308.86,42.85,66.69,Unknown,1360,"{'ID': 'FP1333', 'Departure': 'Airport_16', 'Arrival': 'Airport_16', 'Planned Altitude': 35161.49, 'Planned Speed': 633.8}","{'Frequency': 1507.18, 'Content': 'Encrypted', 'Language': 'Unknown'}",Unarmed,5,Echelon,UK,Direct Approach,"{'Visibility': 22272.22, 'Wind Speed': 8.4, 'Cloud Cover': 86.86}",Day,Coastal,15002.94,94,High,84.79,54.29,53.45,5,SENSOR_11
2025-03-07 03:49:17.784082,-68.217782,153.072619,-41.42,2.86,-1.27,-4.54,-0.14,3.9,-74.19,1828824956.98,930.97,67.3,Unknown,6371,"{'ID': 'FP3608', 'Departure': 'Airport_31', 'Arrival': 'Airport_34', 'Planned Altitude': 3810.71, 'Planned Speed': 588.84}","{'Frequency': 579.24, 'Content': 'Encrypted', 'Language': 'Unknown'}",Unarmed,4,Echelon,IR,Loitering,"{'Visibility': 44119.62, 'Wind Speed': 22.56, 'Cloud Cover': 65.3}",Night,Flat,75122.07,8,High,74.25,66.03,96.16,3,SENSOR_17
2025-03-07 23:35:12.784082,-29.891765,-132.845646,26.22,1.91,0.3,-3.22,-1.8,17.5,-72.24,4250151152.45,486.63,25.1,Spoofing,8605,"{'ID': 'FP6011', 'Departure': 'Airport_2', 'Arrival': 'Airport_42', 'Planned Altitude': 20788.7, 'Planned Speed': 663.38}","{'Frequency': 9597.37, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,None,IN,Direct Approach,"{'Visibility': 6056.54, 'Wind Speed': 11.47, 'Cloud Cover': 70.37}",Night,Flat,1629.66,36,High,55.88,95.94,65.03,2,SENSOR_6
2025-03-07 04:11:16.784082,-52.14132,-161.33893,-17.21,-3.84,-3.02,1.74,-5.24,4.92,-28.47,5317182489.16,916.43,33.81,None,9704,"{'ID': 'FP1424', 'Departure': 'Airport_21', 'Arrival': 'Airport_15', 'Planned Altitude': 5302.49, 'Planned Speed': 819.05}","{'Frequency': 8027.85, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,None,UK,Direct Approach,"{'Visibility': 7852.95, 'Wind Speed': 11.47, 'Cloud Cover': 83.19}",Twilight,Flat,55415.32,67,Medium,70.94,93.99,74.64,4,SENSOR_1
2025-03-07 22:52:28.784082,85.426148,118.942367,6.5,2.19,4.98,2.28,-4.35,-5.06,-16.73,7679858391.48,869.39,94.14,Jamming,9413,"{'ID': 'FP5397', 'Departure': 'Airport_1', 'Arrival': 'Airport_18', 'Planned Altitude': 25000.95, 'Planned Speed': 655.76}","{'Frequency': 7236.1, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,Line Abreast,KR,Aggressive Maneuvers,"{'Visibility': 1182.8, 'Wind Speed': 18.6, 'Cloud Cover': 64.29}",Night,Flat,7023.49,16,Medium,72.9,60.63,67.11,3,SENSOR_1
2025-03-07 04:58:39.784082,-26.826833,6.765301,21.75,-4.8,-1.98,-1.85,8.82,7.58,-75.78,4791933874.28,258.32,35.78,Unknown,1163,"{'ID': 'FP1317', 'Departure': 'Airport_3', 'Arrival': 'Airport_9', 'Planned Altitude': 17969.34, 'Planned Speed': 686.5}","{'Frequency': 7836.09, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Line Abreast,RU,Aggressive Maneuvers,"{'Visibility': 30704.38, 'Wind Speed': 18.76, 'Cloud Cover': 29.9}",Twilight,Coastal,88665.08,89,Low,87.73,85.48,65.15,4,SENSOR_19
2025-03-07 05:35:48.784082,61.513914,136.875881,7.42,-2.82,4.56,-4.72,6.77,6.1,-38.91,1944932501.33,198.53,48.14,Unknown,5149,"{'ID': 'FP4078', 'Departure': 'Airport_16', 'Arrival': 'Airport_40', 'Planned Altitude': 13501.96, 'Planned Speed': 870.57}","{'Frequency': 917.85, 'Content': 'Standard', 'Language': 'English'}",Armed,1,None,DE,Aggressive Maneuvers,"{'Visibility': 28712.49, 'Wind Speed': 24.09, 'Cloud Cover': 79.92}",Day,Flat,13324.26,57,Medium,90.07,72.94,66.37,3,SENSOR_6
2025-03-07 07:44:20.784082,-79.193399,-30.699698,30.28,4.9,1.7,-0.76,3.81,16.64,-73.05,2275560541.87,740.86,31.95,None,2044,"{'ID': 'FP5389', 'Departure': 'Airport_17', 'Arrival': 'Airport_28', 'Planned Altitude': 33777.77, 'Planned Speed': 873.43}","{'Frequency': 4162.45, 'Content': 'Standard', 'Language': 'English'}",Unarmed,5,Echelon,FR,Aggressive Maneuvers,"{'Visibility': 34603.46, 'Wind Speed': 10.89, 'Cloud Cover': 18.73}",Day,Coastal,6368.1,34,High,68.75,67.77,91.83,4,SENSOR_4
2025-03-07 07:56:33.784082,-45.848847,178.776743,-7.46,-0.53,-0.77,-4.16,0.94,-2.84,-89.55,3976319482.75,251.72,26.41,Unknown,5902,"{'ID': 'FP2580', 'Departure': 'Airport_26', 'Arrival': 'Airport_7', 'Planned Altitude': 10053.72, 'Planned Speed': 599.26}","{'Frequency': 9224.8, 'Content': 'Encrypted', 'Language': 'English'}",Armed,5,None,KR,Aggressive Maneuvers,"{'Visibility': 1964.98, 'Wind Speed': 8.74, 'Cloud Cover': 88.51}",Twilight,Flat,98769.32,23,High,93.64,63.18,69.57,5,SENSOR_2
2025-03-07 12:25:15.784082,51.635683,-34.09101,49.14,-2.62,-1.98,1.82,7.17,9.73,-29.48,4255450321.05,255.4,77.81,None,1122,"{'ID': 'FP9562', 'Departure': 'Airport_34', 'Arrival': 'Airport_31', 'Planned Altitude': 9070.81, 'Planned Speed': 613.55}","{'Frequency': 3173.4, 'Content': 'Standard', 'Language': 'English'}",Unarmed,3,None,PK,Aggressive Maneuvers,"{'Visibility': 38359.98, 'Wind Speed': 28.29, 'Cloud Cover': 55.02}",Twilight,Mountainous,57050.15,58,Medium,82.4,56.55,71.69,4,SENSOR_10
2025-03-07 16:09:46.784082,31.14302,86.976446,33.83,3.97,-4.45,2.4,8.87,16.7,-30.64,1128935669.88,356.16,15.08,None,7386,"{'ID': 'FP5326', 'Departure': 'Airport_39', 'Arrival': 'Airport_15', 'Planned Altitude': 7847.38, 'Planned Speed': 435.39}","{'Frequency': 9703.83, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,2,None,IR,Aggressive Maneuvers,"{'Visibility': 38290.8, 'Wind Speed': 25.8, 'Cloud Cover': 27.21}",Night,Coastal,67334.73,60,Low,77.25,61.2,68.9,5,SENSOR_7
